"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2025-03-25 19:20:20","000132606738","TAOFDUSD","BUY","BUY","268.3","2.0","2025-03-25 19:20:20","2.0TAO","268.3","536.6FDUSD","Filled"
"2025-03-25 19:16:05","000132605756","TAOFDUSD","BUY","BUY","268.3","2.0","2025-03-25 19:16:05","2.0TAO","268.3","536.6FDUSD","Filled"
"2025-03-25 10:01:08","000285273938","PEPEFDUSD","BUY","BUY","8e-06","62500000.0","2025-03-25 10:01:08","62500000.0PEPE","8e-06","500.0FDUSD","Filled"
"2025-03-24 22:21:51","000000471719","EURIUSDC","SELL","SELL","1.0802","23092.3","2025-03-24 22:21:51","23092.3EURI","1.0802","24944.30246USDC","Filled"
"2025-03-24 21:54:18","000867762200","USDCUSDT","BUY","BUY","0.9999","6805.0","2025-03-24 21:54:18","6805.0USDC","0.9999","6804.3195USDT","Filled"
"2025-03-24 21:38:57","000032471476","ARFDUSD","BUY","BUY","7.39","1300.0","2025-03-24 21:38:57","1300.0AR","7.39","9607.0FDUSD","Filled"
"2025-03-24 21:29:54","000342474160","SUIFDUSD","BUY","BUY","2.4222","10000.0","2025-03-24 21:29:54","10000.0SUI","2.4222","24222.0FDUSD","Filled"
"2025-03-24 21:26:09","000342473041","SUIFDUSD","BUY","BUY","2.419","1000.0","2025-03-24 21:26:09","1000.0SUI","2.419","2419.0FDUSD","Filled"
"2025-03-24 16:13:41","000342088303","SUIFDUSD","BUY","BUY","2.44","2872.5","2025-03-24 16:13:41","2872.5SUI","2.44","7008.9FDUSD","Filled"
"2025-03-24 15:54:58","001433206711","KSMUSDT","BUY","BUY","18.22","200.0","2025-03-24 15:54:58","200.0KSM","18.22","3644.0USDT","Filled"
"2025-03-24 15:54:46","001433206555","KSMUSDT","BUY","BUY","18.22","200.11","2025-03-24 15:54:46","200.11KSM","18.22","3646.0042USDT","Filled"
"2025-03-24 15:53:34","001433205516","KSMUSDT","BUY","BUY","18.25","99.63","2025-03-24 15:53:34","99.63KSM","18.25","1818.2475USDT","Filled"
"2025-03-24 15:48:41","001433201016","KSMUSDT","BUY","BUY","18.28","34.987","2025-03-24 15:48:41","34.987KSM","18.27","639.21249USDT","Filled"
"2025-03-13 23:04:47","000018184680","EURIUSDT","SELL","SELL","1.0898","7710.0","2025-03-13 23:04:47","7710.0EURI","1.0898","8402.358USDT","Filled"
"2025-03-13 22:43:32","000018184203","EURIUSDT","SELL","SELL","1.0856","7000.0","2025-03-13 22:43:32","7000.0EURI","1.0856","7599.2USDT","Filled"
"2025-03-13 21:32:07","000084708168","RUNEFDUSD","BUY","BUY","1.094","1000.0","2025-03-13 21:32:07","1000.0RUNE","1.094","1094.0FDUSD","Filled"
"2025-03-12 23:02:38","000848656124","USDCUSDT","BUY","BUY","1.0002","400.0","2025-03-12 23:02:38","400.0USDC","1.0002","400.08USDT","Filled"
"2025-03-12 23:00:22","000848653203","USDCUSDT","BUY","BUY","1.0002","8000.0","2025-03-12 23:00:22","8000.0USDC","1.0002","8001.6USDT","Filled"
"2025-03-12 22:56:04","000848650326","USDCUSDT","BUY","BUY","1.0002","800.0","2025-03-12 22:56:04","800.0USDC","1.0002","800.16USDT","Filled"
"2025-03-12 22:40:35","000848636653","USDCUSDT","BUY","BUY","1.0002","1000.0","2025-03-12 22:40:35","1000.0USDC","1.0002","1000.2USDT","Filled"
"2025-03-12 22:36:12","000018096147","EURIUSDT","SELL","SELL","1.089","2000.0","2025-03-12 22:36:12","2000.0EURI","1.089","2178.0USDT","Filled"
"2025-03-11 00:36:04","000244312905","SUSDT","BUY","BUY","0.4111","1000.0","2025-03-11 00:36:04","1000.0S","0.4111","411.1USDT","Filled"
"2025-03-11 00:26:36","000395327746","FDUSDUSDT","BUY","BUY","0.9979","1000.0","2025-03-11 00:26:36","1000.0FDUSD","0.9979","997.9USDT","Filled"
"2025-03-11 00:19:55","000395322081","FDUSDUSDT","BUY","BUY","0.998","40300.0","2025-03-11 00:19:55","40300.0FDUSD","0.998","40219.4USDT","Filled"
"2025-03-11 00:18:25","000395321357","FDUSDUSDT","BUY","BUY","0.9979","10000.0","2025-03-11 00:18:25","10000.0FDUSD","0.9979","9979.0USDT","Filled"
"2025-03-11 00:16:32","000084402331","RUNEFDUSD","BUY","BUY","1.041","500.0","2025-03-11 00:16:32","500.0RUNE","1.041","520.5FDUSD","Filled"
"2025-03-10 23:31:57","002735734939","SOLFDUSD","BUY","BUY","119.23","30.0","2025-03-10 23:31:57","30.0SOL","119.23","3576.9FDUSD","Filled"
"2025-03-10 23:30:39","002735715587","SOLFDUSD","BUY","BUY","119.19","40.0","2025-03-10 23:30:39","40.0SOL","119.19","4767.6FDUSD","Filled"
"2025-03-10 23:29:36","002735704895","SOLFDUSD","BUY","BUY","116.66","40.0","2025-03-10 23:29:36","40.0SOL","116.66","4666.4FDUSD","Filled"
"2025-03-10 23:27:09","000031932713","ARFDUSD","BUY","BUY","5.55","800.0","2025-03-10 23:27:09","800.0AR","5.55","4440.0FDUSD","Filled"
"2025-03-10 23:17:39","000097329056","POLFDUSD","BUY","BUY","0.2062","5000.0","2025-03-10 23:17:39","5000.0POL","0.2062","1031.0FDUSD","Filled"
"2025-03-10 23:12:15","000031932481","ARFDUSD","BUY","BUY","5.7","300.0","2025-03-10 23:12:15","300.0AR","5.7","1710.0FDUSD","Filled"
"2025-03-10 23:07:24","000031932391","ARFDUSD","BUY","BUY","5.77","200.0","2025-03-10 23:07:24","200.0AR","5.77","1154.0FDUSD","Filled"
"2025-03-10 23:02:57","000395299517","FDUSDUSDT","BUY","BUY","0.998","10000.0","2025-03-10 23:02:57","10000.0FDUSD","0.998","9980.0USDT","Filled"
"2025-03-10 23:01:14","000395298990","FDUSDUSDT","BUY","BUY","0.998","10000.0","2025-03-10 23:01:14","10000.0FDUSD","0.998","9980.0USDT","Filled"
"2025-03-10 22:59:37","006262750498","ETHFDUSD","BUY","BUY","1881.81","4.0","2025-03-10 22:59:37","4.0ETH","1881.81","7527.24FDUSD","Filled"
"2025-03-10 22:57:09","014048326666","BTCFDUSD","BUY","BUY","79555.55","0.1","2025-03-10 22:57:09","0.1BTC","79555.55","7955.555FDUSD","Filled"
"2025-03-10 22:53:12","001065803160","BNBFDUSD","BUY","BUY","533.55","5.0","2025-03-10 22:53:12","5.0BNB","533.55","2667.75FDUSD","Filled"
"2025-03-10 22:43:21","000395292134","FDUSDUSDT","BUY","BUY","0.998","10000.0","2025-03-10 22:43:21","10000.0FDUSD","0.998","9980.0USDT","Filled"
"2025-03-10 22:40:44","000395291613","FDUSDUSDT","BUY","BUY","0.998","10000.0","2025-03-10 22:40:44","10000.0FDUSD","0.998","9980.0USDT","Filled"
"2025-03-03 23:10:26","000025326802","BTCEURI","BUY","BUY","82022.28","0.3","2025-03-03 23:10:26","0.3BTC","82022.28","24606.684EURI","Filled"
"2025-03-03 23:03:15","000017374366","EURIUSDT","BUY","BUY","1.0491","41300.0","2025-03-03 23:03:15","41300.0EURI","1.0491","43327.83USDT","Filled"
"2025-03-03 22:28:57","000012858622","ETHEURI","BUY","BUY","2033.33","3.86","2025-03-03 22:28:57","3.86ETH","2033.33","7848.6538EURI","Filled"
"2025-03-03 22:27:38","000012858484","ETHEURI","BUY","BUY","2022.22","6.0","2025-03-03 22:27:38","6.0ETH","2022.22","12133.32EURI","Filled"
"2025-02-13 10:26:03","001337335112","SOLUSDC","BUY","BUY","182.82","40.0","2025-02-13 10:26:03","40.0SOL","182.82","7312.8USDC","Filled"
"2025-02-12 21:50:13","001335218930","SOLUSDC","BUY","BUY","0.0","5.104","2025-02-12 21:50:13","5.104SOL","195.9","999.8736USDC","Filled"
"2025-02-12 21:37:03","001335185488","SOLUSDC","BUY","BUY","195.19","50.0","2025-02-12 21:37:03","50.0SOL","195.19","9759.5USDC","Filled"
"2025-02-12 21:32:30","001335177037","SOLUSDC","BUY","BUY","193.33","50.0","2025-02-12 21:32:30","50.0SOL","193.33","9666.5USDC","Filled"
"2025-02-12 21:31:08","001335173302","SOLUSDC","BUY","BUY","191.91","100.0","2025-02-12 21:31:08","100.0SOL","191.91","19191.0USDC","Filled"
"2025-02-11 10:51:33","000083962880","POLFDUSD","BUY","BUY","0.3131","2000.0","2025-02-11 10:51:33","2000.0POL","0.3131","626.2FDUSD","Filled"
"2025-02-11 10:49:28","000083962427","POLFDUSD","BUY","BUY","0.3033","4000.0","2025-02-11 10:49:28","4000.0POL","0.3033","1213.2FDUSD","Filled"
"2025-02-10 12:43:39","000010953266","FDUSDUSDC","SELL","SELL","0.9998","47000.0","2025-02-10 12:43:39","47000.0FDUSD","0.9998","46990.6USDC","Filled"
"2025-02-10 12:14:37","000807273986","USDCUSDT","BUY","BUY","0.9999","100.0","2025-02-10 12:14:37","100.0USDC","0.9999","99.99USDT","Filled"
"2025-02-10 11:54:20","000531061663","WIFFDUSD","BUY","BUY","0.444","10000.0","2025-02-10 11:54:20","10000.0WIF","0.444","4440.0FDUSD","Filled"
"2025-02-03 00:04:21","001145118216","CAKEUSDT","BUY","BUY","1.567","3500.0","2025-02-03 00:04:21","3500.0CAKE","1.567","5484.5USDT","Filled"
"2025-02-03 00:03:08","000374726317","FDUSDUSDT","SELL","SELL","0.9988","5555.0","2025-02-03 00:03:08","5555.0FDUSD","0.9988","5548.334USDT","Filled"
"2025-02-03 00:00:39","001145109204","CAKEUSDT","BUY","BUY","1.433","1500.0","2025-02-03 00:00:39","1500.0CAKE","1.433","2149.5USDT","Filled"
"2025-02-02 23:56:49","000374722170","FDUSDUSDT","SELL","SELL","0.9988","2000.0","2025-02-02 23:56:49","2000.0FDUSD","0.9988","1997.6USDT","Filled"
"2025-02-02 17:40:26","000047730312","TONFDUSD","BUY","BUY","3.636","300.0","2025-02-02 17:40:26","300.0TON","3.636","1090.8FDUSD","Filled"
"2025-02-02 16:40:06","000030406210","ARFDUSD","BUY","BUY","8.76","100.0","2025-02-02 16:40:06","100.0AR","8.76","876.0FDUSD","Filled"
"2025-02-02 16:39:26","000030406166","ARFDUSD","BUY","BUY","11.22","50.0","2025-02-02 16:39:26","50.0AR","11.22","561.0FDUSD","Filled"
"2025-02-01 22:08:18","000103866721","GALAFDUSD","BUY","BUY","0.02888","15000.0","2025-02-01 22:08:18","15000.0GALA","0.02884","432.6FDUSD","Filled"
"2025-01-28 21:02:46","000079465741","RUNEFDUSD","BUY","BUY","1.789","1000.0","2025-01-28 21:02:46","1000.0RUNE","1.789","1789.0FDUSD","Filled"
"2025-01-28 19:25:41","000521253521","WIFFDUSD","BUY","BUY","0.765","1000.0","2025-01-28 19:25:41","1000.0WIF","0.765","765.0FDUSD","Filled"
"2025-01-28 19:24:55","000521253258","WIFFDUSD","BUY","BUY","0.866","1000.0","2025-01-28 19:24:55","1000.0WIF","0.866","866.0FDUSD","Filled"
"2025-01-28 19:23:59","000521253074","WIFFDUSD","BUY","BUY","0.987","1000.0","2025-01-28 19:23:59","1000.0WIF","0.987","987.0FDUSD","Filled"
"2025-01-28 19:22:39","000521252699","WIFFDUSD","BUY","BUY","1.031","1000.0","2025-01-28 19:22:39","1000.0WIF","1.031","1031.0FDUSD","Filled"
"2025-01-28 19:21:46","000521252183","WIFFDUSD","BUY","BUY","1.033","1000.0","2025-01-28 19:21:46","1000.0WIF","1.033","1033.0FDUSD","Filled"
"2025-01-28 19:20:27","000521251496","WIFFDUSD","BUY","BUY","1.035","1000.0","2025-01-28 19:20:27","1000.0WIF","1.035","1035.0FDUSD","Filled"
"2025-01-28 19:19:22","000521250997","WIFFDUSD","BUY","BUY","1.037","1000.0","2025-01-28 19:19:22","1000.0WIF","1.037","1037.0FDUSD","Filled"
"2025-01-15 21:27:49","000026666979","EUREURI","SELL","SELL","1.0003","20000.0","2025-01-15 21:27:49","20000.0EUR","1.0003","20006.0EURI","Filled"
"2025-01-13 10:06:03","000228769614","SUIFDUSD","BUY","BUY","3.6363","1000.0","2025-01-13 10:06:03","1000.0SUI","3.6363","3636.3FDUSD","Filled"
"2025-01-08 22:53:10","001099196682","CAKEUSDT","BUY","BUY","1.919","312.66","2025-01-08 22:53:10","312.66CAKE","1.919","599.99454USDT","Filled"
"2025-01-08 22:49:26","000014176032","EURIUSDT","BUY","BUY","1.0275","8754.8","2025-01-08 22:49:26","8754.8EURI","1.0275","8995.557USDT","Filled"
"2025-01-08 22:28:21","000024341047","EUREURI","BUY","BUY","0.9999","2900.0","2025-01-08 22:28:21","2900.0EUR","0.9999","2899.71EURI","Filled"
"2025-01-03 23:42:17","000022822148","EUREURI","BUY","BUY","1.0001","9999.0","2025-01-03 23:42:17","9999.0EUR","1.0001","9999.9999EURI","Filled"
"2025-01-03 23:39:20","000013878644","EURIUSDT","BUY","BUY","1.0278","7000.0","2025-01-03 23:39:20","7000.0EURI","1.0278","7194.6USDT","Filled"
"2025-01-03 23:32:32","000013878396","EURIUSDT","BUY","BUY","1.0345","10000.0","2025-01-03 23:32:32","10000.0EURI","1.0345","10345.0USDT","Filled"
"2025-01-03 23:30:50","000013878230","EURIUSDT","BUY","BUY","1.0333","10000.0","2025-01-03 23:30:50","10000.0EURI","1.0333","10333.0USDT","Filled"
"2025-01-03 23:20:40","000022816640","EUREURI","BUY","BUY","1.0002","99.9","2025-01-03 23:20:40","99.9EUR","1.0002","99.91998EURI","Filled"
"2025-01-03 23:10:12","000013876928","EURIUSDT","BUY","BUY","1.0365","100.0","2025-01-03 23:10:12","100.0EURI","1.0364","103.64USDT","Filled"
"2025-01-03 22:52:17","000298277183","LINKFDUSD","SELL","SELL","25.67","200.0","2025-01-03 22:52:17","200.0LINK","25.67","5134.0FDUSD","Filled"
"2025-01-03 22:30:54","000256620114","ADAFDUSD","SELL","SELL","1.1456","10000.0","2025-01-03 22:30:54","10000.0ADA","1.1456","11456.0FDUSD","Filled"
"2025-01-03 22:30:15","000256619615","ADAFDUSD","SELL","SELL","1.1111","10000.0","2025-01-03 22:30:15","10000.0ADA","1.1111","11111.0FDUSD","Filled"
"2025-01-03 22:29:43","000256618934","ADAFDUSD","SELL","SELL","1.0989","10000.0","2025-01-03 22:29:43","10000.0ADA","1.0989","10989.0FDUSD","Filled"
