"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2021-08-17 08:05:39","286859586","MATICBUSD","Limit","BUY","1.3888","300MATIC","2021-08-17 20:18:06","300MATIC","1.3888","416.64BUSD","FILLED"
"2021-08-17 08:04:24","286858720","MATICBUSD","Limit","BUY","1.24","500MATIC","2021-09-07 15:06:59","500MATIC","1.24","620BUSD","FILLED"
"2021-08-16 08:38:08","285625573","MATICBUSD","Limit","BUY","1.53833","100MATIC","2021-08-16 08:38:14","100MATIC","1.53833","153.833BUSD","FILLED"
"2021-08-15 10:03:24","71766144","EURBUSD","Limit","SELL","1.1678","1000EUR","2021-08-15 22:01:38","1000EUR","1.1678","1167.8BUSD","FILLED"
"2021-08-15 07:30:42","71743038","EURBUSD","Limit","SELL","1.1818","2000EUR","2021-08-29 10:14:15","0EUR","0","0BUSD","CANCELED"
"2021-08-15 07:29:14","513191923","ADABUSD","Limit","BUY","1.8766","500ADA","2021-08-18 01:14:18","500ADA","1.8766","938.3BUSD","FILLED"
"2021-08-15 07:27:11","513190182","ADABUSD","Limit","BUY","2.0404","500ADA","2021-08-15 07:47:37","500ADA","2.0404","1020.2BUSD","FILLED"
"2021-08-14 20:13:02","71684016","EURBUSD","Limit","SELL","1.1666","250EUR","2021-08-15 00:15:48","250EUR","1.1666","291.65BUSD","FILLED"
"2021-08-14 19:37:55","71680704","EURBUSD","Limit","SELL","1.1627","1500EUR","2021-08-14 19:37:55","1500EUR","1.16350307","1745.254609BUSD","FILLED"
"2021-08-14 13:58:01","511847772","ADABUSD","Limit","BUY","2.1444","555ADA","2021-08-14 20:16:48","555ADA","2.1444","1190.142BUSD","FILLED"
"2021-07-31 00:22:35","2591459696","ETHBUSD","Limit","BUY","2356.78","0.05ETH","2021-08-03 08:27:49","0ETH","0","0BUSD","CANCELED"
"2021-07-31 00:20:42","493338419","ADABUSD","Limit","BUY","1.2567","100ADA","2021-08-14 13:56:19","0ADA","0","0BUSD","CANCELED"
"2021-07-31 00:19:22","248429110","DOTBUSD","Limit","BUY","14.88","10DOT","2021-08-14 13:56:10","0DOT","0","0BUSD","CANCELED"
"2021-07-31 00:17:44","86814381","KSMBUSD","Limit","BUY","187.65","1KSM","2021-08-14 13:56:16","0KSM","0","0BUSD","CANCELED"
"2021-07-31 00:11:24","69069228","EURBUSD","Limit","SELL","1.183","500EUR","2021-07-31 00:14:48","500EUR","1.183","591.5BUSD","FILLED"
"2021-07-26 15:30:09","85373873","KSMBUSD","Limit","BUY","196.66","18.4603KSM","2021-07-26 17:07:03","18.4603KSM","196.66","3630.402598BUSD","FILLED"
"2021-07-22 01:21:28","67406763","EURBUSD","Limit","SELL","1.1711","3100EUR","2021-07-26 00:58:54","3100EUR","1.1711","3630.41BUSD","FILLED"
"2021-07-22 01:19:59","67406677","EURBUSD","Limit","SELL","1.195","2000EUR","2021-08-14 13:56:04","0EUR","0","0BUSD","CANCELED"
"2021-07-22 01:19:02","67406637","EURBUSD","Limit","SELL","1.1887","3750EUR","2021-08-14 13:56:06","0EUR","0","0BUSD","CANCELED"
"2021-07-22 01:16:37","67406414","EURBUSD","Limit","SELL","1.1788","3000EUR","2021-07-27 23:12:58","0EUR","0","0BUSD","CANCELED"
"2021-07-22 01:15:27","67406271","EURBUSD","Limit","SELL","1.1711","3500.08EUR","2021-07-22 01:20:27","0EUR","0","0BUSD","CANCELED"
"2021-07-15 15:08:24","478289254","ADABUSD","Limit","BUY","1.1111","863.7ADA","2021-07-20 01:06:21","863.7ADA","1.1111","959.65707BUSD","FILLED"
"2021-07-15 15:07:57","478289001","ADABUSD","Limit","BUY","1.1833","810.99ADA","2021-07-16 08:45:25","810.99ADA","1.1833","959.644467BUSD","FILLED"
"2021-07-15 15:07:34","478288767","ADABUSD","Limit","BUY","1.1833","1621.99ADA","2021-07-15 15:07:48","0ADA","0","0BUSD","CANCELED"
"2021-07-15 14:57:15","2489385143","ETHBUSD","Limit","BUY","1822.22","1.05326ETH","2021-07-19 12:34:58","1.05326ETH","1822.22","1919.2714372BUSD","FILLED"
"2021-07-15 05:41:35","2486498837","ETHBUSD","Limit","BUY","1901.01","0.46844ETH","2021-07-15 12:01:28","0.46844ETH","1901.01","890.5091244BUSD","FILLED"
"2021-07-10 11:51:31","2458508626","ETHBUSD","Limit","BUY","2077.77","4ETH","2021-07-10 17:35:56","4ETH","2077.77","8311.08BUSD","FILLED"
"2021-07-09 05:49:40","65461634","EURBUSD","Limit","SELL","1.1855","3765.49EUR","2021-07-09 10:46:53","3765.49EUR","1.1855","4463.988395BUSD","FILLED"
"2021-07-09 05:49:08","65461608","EURBUSD","Limit","SELL","1.1844","4000EUR","2021-07-09 08:05:22","4000EUR","1.1844","4737.6BUSD","FILLED"
"2021-07-08 21:19:31","2447315269","ETHBUSD","Limit","BUY","2128.14","0.40173ETH","2021-07-08 21:51:27","0.40173ETH","2128.14","854.9376822BUSD","FILLED"
"2021-07-08 21:09:40","3711909","KEEPBUSD","Limit","BUY","0.2777","1000KEEP","2021-07-08 21:54:25","1000KEEP","0.2777","277.7BUSD","FILLED"
"2021-07-08 21:05:30","3711560","KEEPBUSD","Limit","BUY","0.2877","1000KEEP","2021-07-08 21:06:14","1000KEEP","0.2877","287.7BUSD","FILLED"
